q1_list,q2_list,label
为什么 什么 我 的 花呗 刷脸 说 不是 本人 照片,为什么 什么 我 信用 额度 都 达到 标准 花呗 还是 显示 安全 验证 不成 成功 刷脸 也 说 公安 照片 不 清晰 这 都 是 啥,0
可否 关闭 另 一个 账号 的 花呗 开通 这个 账号 的 花呗,显示 另 一 帐号 已 开花 花呗,0
花呗 这 月 还 还是 下月,我 这 月 的 花呗 六号 钱 还 完 了 今天 再 用 是 这个 月 六号 还 还是 下个月 六号 还,0
借呗 为什么 什么 不能 还 期 的,现在 借呗 不可 可以 分 期 还款 了,1
卖家 花呗 手续 手续费 续费 是 多少,卖家 花呗 收 手续 手续费 续费,0
我 怎么 我 用 不了 花呗,不 给 我处 处理 我 发不 不了 花呗,0
我 就是 不想 想用 花呗 付钱,我 不想 想用 花呗 了 怎么 退出 出来,0
我 的 手机 手机号 手机号码 机号码 号码 换 了 我 的 蚂蚁 花 贝 蚂蚁 借呗 怎么 转过 过来,蚂蚁 借呗 借 的 钱 转到 挂失 卡里 了 怎么 怎么办,0
网商贷 和 借呗 是 一样 的 那,借呗 与 网商贷 一样,1
蚂蚁 借呗 是否 要 停用 了,蚂蚁 借呗 就 给 关了,0
支付 支付宝 账号 和 花呗 账号 不一 一致 怎么 怎么办,登录 的 就是 一样 的 支付 支付宝 账号 为什么 什么 还 让 我 登录 一样 的 支付 支付宝 账号 使用 花呗,0
zara 可以 用 花呗 吗,点 外卖 是否 也 可以 用 花呗,0
花呗 关闭 了,a 账户 花呗 关闭 了 的,1
我 花呗 还款 怎么 莫名 要 我 多 还 多块 块钱,我 花呗 还 块 怎么 还,0
如何 开通 蚂蚁 花呗 商家 收款,口碑 商家 如何 开通 花呗 收款,0
这个 花呗 只能 在 淘宝 上 买 东西 付款 吗,我 的 花呗 干嘛 只能 交费 不能 买 东西 吗,0
我 的 花呗 额度 为什么 什么 给 我 降低 了,花呗 额度 为什么 什么 会 增高,0
花呗 分 欺 时间 能 不能 改,花呗 怎么 修改 分期,0
花呗 额度 能 最高 高一 一次 能 分期 多少 多少钱,花呗 分期 最好 可以 分期 多少,0
蚂蚁 花呗 关闭 了 为什么 什么 不能 在 另外 的 帐号 开通,我 是 商家 为什么 什么 开通 不了 花呗,0
我 手机 手机号 手机号码 机号码 号码 变更 了 一下 现在 换成 邮箱 登录 了 对 借呗 有 影响 吗,我 现在 是 qq 邮箱 登陆 的 我 想 换成 手机 手机号 手机号码 机号码 号码 登陆 然后 又 要 保持 我 现在 的 花呗 这些 可以 吗,0
蚂蚁 借呗 中午 点 之后 没 还 上有 什么 影响,蚂蚁 借呗 还 了 钱 怎么 还 显示 没有 还,0
蚂蚁 借呗 和 网商贷 冲突 么,网 商银 银行 和 借呗 的 区别,0
蚂蚁 花呗 账单 分期 当月 用 还款 吗,我 的 蚂蚁 花呗 的 分期 这个 月 还 了 未,0
我 花呗 绑 卡 绑 不 上 怎么 怎么回事 回事,怎么 绑定 不了 花呗,0
我 朋友 手机 丢 了 暂时 补办 不了 手机 手机号 支付 支付宝 密码 忘记 了 这样 的 情况 下 花呗 里 的 钱 怎么 还,花呗 还款 时间 到 了 手机 里 没有 有钱 会 怎么 怎么样,0
刚刚 借呗 额度 因为 为什么 什么 增加 的,影响 蚂蚁 借呗 额度 降低 的 原因,0
花呗 只能 在 指定 的 消费 软件 上 使用 吗,花呗 的 钱 只能 购物 吗,0
说 蚂蚁 借呗 操作 存在 风险,开通 借呗 提前 存在 风险,1
怎么 才能 关闭 借呗,帮 我 关闭 借呗 入口,1
蚂蚁 借呗 显示 可 借 元 不用 也 会 要 利息 吗,蚂蚁 借呗 开通 后 不用 用用 不用 利息,1
可以 帮 我 查查 为什么 什么 我 来 不了 花呗 吗,为什么 什么 我 一直 不能 能开 同花 花呗,0
火车 火车票 车票 退款 后 花呗 怎么 还 扣款,我 这个 车票 已 退票 退款 是 元 为什么 什么 花呗 还 收,0
借呗 怎么 只能 分成 六个 六个月 还款,借呗 设置 额度 下个月 还 能 设置 吗,0
信用 信用卡 蚂 花呗 收钱 码,信用 信用卡 花呗 收款 码 是 什么,0
如果 我 现在 关闭 花呗 还 收钱 吗,可以 关闭 花呗 和 信用 信用卡 收款 吗,0
花呗 提前 接 清,怎么 操作 花呗 提前 结清,1
花呗 支付 开通 不了,借呗 开通 不了,0
有 开通 蚂蚁 花呗 的 商品 为什么 什么 付款 时 提示 该 商品 不支 支持 花呗,花呗 不能 支付 花呗 额度 足够 商品 显示 支持 花呗 付款,1
注意 主动 申请 蚂蚁 借呗,蚂蚁 借呗 怎么 主动,0
为什么 什么 有 两笔 花呗 我 连 还 了 两次 款,我 的 花呗 上面 面有 借呗 的 单 我 还 上 了 为什么 什么 借呗 上面 还有,0
花呗 在 月 号 当天 换算 算是 逾期 吗,花呗 十号 当天 还算 逾期 吗,1
开通 花呗 商户 收款,城乡 自营 客车 怎么 开通 花呗 收款,0
借呗 可以 分 还款 么,花呗 可以 分 几次 分,0
花呗 信用 分,花呗 分 不会 会长,0
不想 看见 蚂蚁 借呗,蚂蚁 借呗 取消 么,0
收 花呗 的 额度,在 花呗 上有 额度,0
借呗 怎么 没到 到期 就 自动 还款,为什么 什么 借呗 昨天 已经 是 还款 还款日 还 未 自动 扣款,0
借呗 最迟 还款 还款日,借呗 还款 还款日 最近 当天 几点 还款,0
为什么 什么 我 的 花呗 一下 一下子 下子 降低 了 那么 多,花呗 降低 了,1
我 花呗 还有 额度 为什么 什么 分期 不了 商品,淘宝 商户 的 花呗 分期 为什么 什么 我 不能 使用,0
借 蚂蚁 借呗 钱 的 人意 意外 死亡 这笔 钱 谁 来 还,蚂蚁 借呗 提前 还款 为什么 什么 说 没有 适合 的 还款 路径 我 绑定 的 银行 银行卡 卡里 有钱 的,0
花呗 的 改不了 不了,花呗 从 新 绑定 淘宝 怎么 改不了 不了,0
如何 修改 花呗 的 邮箱 号码,邮箱 登录 花呗 更改 改为 手机 手机号 登录,0
问 花呗 临时 临时额度 额度 是否 可以 分期,用 了 花呗 临时 临时额度 额度 可以 分期 不,1
扫 码 支付 用 花呗 要 密码 吗,通过 花呗 支付 需要 密码 么,1
花呗 分期 能 分期 多少 多少次,花呗 多少 以上 可以 分期,0
借呗 一千 利息 多少,借款 利息 跟 蚂蚁 借呗 一样 吗,0
身份 身份证 已经 绑定 了 一个 花呗 但是 手机 手机号 手机号码 机号码 号码 不是 现在 用 的 得 怎么 怎么办,花呗 绑定 其他 手机 手机号 手机号码 机号码 号码 了 怎么 怎么办,0
花呗 现在 的 还款 链接 接在 哪 我 怎么 找 不到,我 要 花呗 的 还款 链接,1
蚂蚁 借呗 申请 申请表 没有 填 公积 公积金 积金 没有 车 没法 提交 申请,没有 公积 公积金 积金 不 影响 借呗 提 额 吧,0
花呗 手机 租赁 发票,花呗 租 手机 是 要 冻结 花呗 吗,0
支付 支付宝 扣 了 钱 的,支付 支付宝 我 的 账单 在 哪 呀,0
淘宝 账号 限制 登录 会 影响 支付 支付宝 花呗 和 借呗 吗,两个 支付 支付宝 账户 会 影响 申请 借呗 吗,0
花呗 开 了 借呗 没开,为什么 什么 借呗 没有 额度,0
整 么 借呗 会 自动 取消,怎么 不使 使用 借呗 自动 还款,0
有 一个 花呗 的,是 这个 帐号 开通 花呗 的 吗,0
花呗 被 关闭 了 怎么 怎么办,花呗 被 冻结 要 怎么 解冻,0
蚂蚁 借呗 可以 逾期 好久,借呗 可以 逾期 到 下个月 一起 还 吗,0
绑定 的 手机 手机短信 短信 被 锁 了 借呗 还款 需要 验证 验证码 收不到 不到 短信,我 想 使用 蚂蚁 借呗 但是 我 的 手机 机收 收不到 不到 验证 验证码,0
为什么 什么 我 把 花呗 钱 还 了 怎么 还有 负面,花呗 我 已 还清 怎么 还 显示 下月 要 还 的 钱,0
我 的 借呗 不是 还款 了 吗 怎么 又 有 信息 说 我 还 欠,蚂蚁 借呗 还款 还款日 现在 怎么 不 提醒 了,0
花呗 抽奖 页面 在 哪里,我 花呗 抽奖 的 优惠 在 哪里,1
花呗 分期 期会 不会 降低 信用 信用度 用度,花呗 分期 期会 影响 正常 使用 吗,0
已 授权 为何 何用 不了 借呗,花呗 可以 用 借呗 为什么 什么 不能 能用,0
用 蚂蚁 借呗 借了 钱 怎么 还,额度 超支 怎么 还 借呗,0
我 这个 已经 有 一 单 已经 退款 了 为什么 什么 还算 在 我 的 花呗 账单 里面,已经 退款 了 为什么 什么 我 花呗 里 还要 还 钱,1
为什么 什么 没有 资质 开通 花呗,没有 开通 花呗 怎么 多 了 消费,0
花呗 还款 可以 换成 手动 吗,花呗 的 还款 还款日 可以 换 吗,0
用 花呗 分期 购买 的 商品 退货 后 已经 还 了 的,如果 使用 花呗 然后 后退 退货 了,0
借呗 最多 能解 多少,借呗 总额 最高 多少,0
花呗 用于 花 罗 押金 可以 吗,花呗 可以 用于,0
花呗 双倍 返 现,花呗 之前 元 返 现,0
借呗 和 花呗 影响 房贷 吗,借 蚂蚁 花呗 以后 后会 影响 房贷 吗,0
花呗 付款 有 次数 限制 吗,花呗 分期 限制 次数 吗,0
为什么 什么 我 银行 银行卡 绑定 了 还是 用 不了 花呗,我 银行 银行卡 帮 定 花呗 帮不上 什么 问题,0
我 的 花呗 消费 了 到 时 打不开 不开 开花 花呗 软件,花呗 怎么 就 打不开 不开 了 什么 原因,1
花呗 哪里 为什么 什么 弄 不了 银行 银行卡,为什么 什么 我 绑定 银行 银行卡 了 怎么 没有 花呗 的,0
花呗 每天 有限 限额,我 的 花呗 限额,0
为什么 什么 我 不能 借呗 了,蚂蚁 借呗 不能 能用,1
我 的 蚂蚁 借呗 前面 申请 提 额 成功 了 怎么 还是,我 的 借呗 提 额 了 吗,0
花呗 还 能开 开房 吗,花呗 能 还 来 分 欺 吗,0
可以 用 集分宝 还 花呗 吗,花呗 就是 集分宝 吗,0
花呗 账单 单被 永久 删除 要 怎么 恢复,怎么 查询 蚂蚁 花呗 账单,0
为什么 什么 直接 退到 花呗 了,为什么 什么 帮别人 别人 还 花呗 会 被 退款,0
今天 还 借呗 钱 还 之前 还 能 借 元 还 了 元 多点 为什么 什么 还 完 能 借 的 钱 是 元 不应 应该 该是 元 加上,借呗 额度 是 元 现在 全部 借完 了 未 还 本金 是 元 不在 了 元,0
花呗 便利 便利店 周 卡,花呗 便利 便利店 周 卡 是 啥意思 意思,1
我 这 怎么 没看 看到 有 花呗 借款,我 没有 找到 蚂蚁 借呗 有 蚂蚁 花呗,0
怎么 没 帮 我 开通 花呗,我 想开 开开 开通 花 贝,1
花呗 信息 完善 购房 合同 能行 么,为啥 花呗 信息 不 完善,0
蚂蚁 借呗 的 还款 还款日 日期 是 什么 时候,蚂蚁 借呗 还款 还款日 中午 点 之后,0
花呗 临时 临时额度 额度 领取,临时 花呗 在 哪里 领,0
花呗 钱 到期 了 是 自动 扣除 吗,花呗 是 每月 扣款 吗,0
我 得 蚂蚁 花呗 怎么 调 的 降 额 了,花呗 怎么 调高,0
为什么 什么 花呗 不支 支持 交 哈罗 单车 押金,这个 是 我 共享 共享单车 单车 抵 的 押金 为什么 什么 没有 退还 蚂蚁 花呗,0
花呗 买 商品 如何 查询 快递 递信 信息,在 花呗 里 买 的 东西 怎么 查 快递,1
开通 通了 口碑 商家 怎么 不能 花呗 收款,为什么 什么 我 的 花呗 不能 口碑 付款,1
蚂蚁 借呗 在 哪 看 什么 时候 还款,蚂蚁 借呗 借 三个 月 什么 时候 还,1
用户 在 口碑 上 用 花呗 支付 到 账 后 收取 商家 多少 手续 手续费 续费,线下 商户 开通 花呗 支付 需要 多少 手续 手续费 续费,0
收款 码 能 不能 收 花呗,是 花呗 收钱 码,0
我 的 花呗 已 还清 为啥 芝麻 分 又 降 了,花呗 按时 还款 为何 芝麻 分 降低 了,0
花呗 商家 是 卖东西 东西 的,花呗 商户 条形 条形码 形码 是 干什么 什么 的,0
啥时候 时候 能用 花呗 充电 电费,水电 水电费 电费 能 不能 花呗,0
为什么 什么 我 有 花呗 但是 不能 分期,我 的 蚂蚁 花呗 为什么 什么 不能 分期 呀,1
以前 的 花呗 号码 现在 不用 了 怎么 转到 现在 的 账号,使用 花呗 时 手机 手机号 不是 现在 用 的 手机 手机号 怎么 怎么办,0
我 登陆 不了 花呗 提示 支付 支付宝 登录,我 问 的 是 花呗 我 我 那 支付 支付宝 登陆 了 但是 用 不了,0
花呗 分期 还 不 完,花呗 为 负 分期 以后 暂时 还 不了 怎么 怎么办,0
不消 消费 可以 开通 花呗 吗,我 得 花呗 还 可以 开通 吗,0
我 的 借呗 为什么 什么 借 不了 了了,借呗 上 的 借款 款数 颜色 是 灰色 的 为什么 什么,0
如何 看 花呗 帐单,花呗 全部 账单 怎么 查看,1
为什么 什么 我 的 花呗 选 不了 脸,花呗 怎么 加 不了 油,0
我 的 蚂蚁 借呗 为啥 不能 能用,借呗 为什么 什么 不能 能用,1
花呗 分期 对 以后 长 额度 有 影响 吗,花呗 额度 为 负有 什么 影响,0
花呗 是否 需要 绑定 银行 银行卡,花呗 可不 可不可以 不可 可以 绑定 银行 银行卡,1
花呗 没 抵扣,为什么 什么 这个 花呗 红包 付款 时 没有 抵扣,0
我 的 借呗 是 开通 不了 呗,我 想 申请 借呗,0
我 的 手机 丢 了 怎么 关掉 花呗,我 之前 的 手机 手机号 丢 了 现在 换 了 手机 怎么 花呗 用 不了,0
花呗 还清 最低 还款 影响 信用 信用度 用度 么,花呗 还 最低 会 影响 信用 吗,1
借呗 逾期 一天 影响 信用 么,借呗 拖延 一天 还 会 不会 影响 信用,1
开通 通了 花呗 收钱 收钱 码 不可 可以 收款,我 的 花呗 收款 认证 通过 了 为啥 还 收 不成 款,1
申请 了 收钱 码 还 能用 借呗 吗,能 不能 提前 申请 借呗,0
网页 版 借呗 在 哪里,网页 版 借呗 在 哪里,1
多少 少分 蚂蚁 借呗 会 有 额度,蚂蚁 借呗 最高 可以 借到 多少,0
我 现在 用 的 支付 支付宝 没有 花呗 原来 的 有 能 不能 改过 改过来 过来 改到 现在 的 支付 支付宝,我 我 的 支付 支付宝 上首 首页 上 没有 花呗 怎么 怎么回事 回事 呀,0
如何 提升 蚂蚁 借呗 额度,增加 借呗 额度,1
花呗 不支 支持 电费 为什么 什么 有 扣款 记录,为什么 什么 不支 支持 花呗 充值 电费,0
怎么 花呗 剩下 的 个 已用 的 加 起 不对,不用 的 花呗 手机 手机号 怎么 解 绑,0
借呗 还款 还款日 日期 是 什么 时候,借呗 还款 还款日 是 每个 月 的 几号,1
借呗 万 免费 额度 提现,借呗 的 免费 提现 额度 是 什么 意思,0
我 的 花呗 显示 别的 号码,花呗 显示 未 入账,0
如何 开通 花呗 支付 的 商家 吗,商家 已 开通 花呗 客户 扫 码 不到,0
花呗 提示 你 可 登录 支付 支付宝 帐号 使用 花呗 怎么 用,可是 还是 显示 您 可 登陆 支付 支付宝 账号 使用 花呗,1
但是 我 腿 之前 已经 银行 银行卡 还 了 花呗 了 我 现在 没有 收到 这个 退款,退款 是 花呗 我 不知 知道,0
花呗 额度 可 赠送 么,领取 花呗 额度,0
不是 蚂蚁 借呗 是 来 分期 不让 借了,逾期 处理 了 怎么 还 吧 借呗 和 来 分期 都 给 停 了,0
开通 花呗 为什么 什么 说 我 安全 不过 不过关 过关,我 开通 花呗 不用 会扣 扣钱 吗,0
花呗 无法 法线 线下,花呗 线下 使用 有 额度 吗,0
蚂蚁 花呗 支付 可以 申请 退款 吗,花呗 收款 可以 开通 吗,0
非 商家 怎么 借呗 变成 网商贷 了,蚂蚁 借呗 跟 网商贷,0
今日 日用 花呗 什么 时候 还,如果 今天 号 使用 花呗 里边 的 钱 还款 还款日 日期 是 什么 时候,1
为什么 什么 我 的 花呗 访问 不了 通讯 通讯录,花呗 题 额 老 是 说 要 访问 通讯 通讯录 是 怎么 怎么回事 回事,0
借呗 怎么 提前 评估,为什么 什么 我 不能 使用 借呗,0
借呗 为期 三个 月 了,借呗 分期 为啥 只 显示 六个 六个月 和 十二 十二个 二个 二个月,0
花呗 每月 利息 多少,花呗 需要 利息 吗,0
滴滴 打车 花呗 付钱 的 可以 打 小票 吗,花呗 能 打车 吗,0
用 花呗 分期 买 了 商品 退款,打车 车用 花呗 付 了 怎么 退,0
我 的 花呗 出账 日,花呗 出账 具体 时间,1
我 不想 想用 花呗 怎么 怎么样 关掉,怎么 关不了 不了 花呗,0
有 两个 支付 支付宝 但是 只有 一个 能用 花呗 是 吧,我 花呗 有 两千 千五 为啥 我 只能 能用 一千,0
我 的 花呗 还有 多少 多少钱 没 还清,花呗 是不是 不是 用 了 多少 就 还 多少 的,0
用 的 花呗 付款 怎么 退款,花呗 付款 后 没有 收到 到货 怎样 退款,1
如果 花呗 消费 没有 超过 额度 还 多少,花呗 有 没 限 一天 用 多少 少额 额度,0
信用 信用卡 与 花呗,信用 信用卡 花呗,0
借呗 还款 还款日 日期 几号,蚂蚁 借呗 还款 延期 一天 发款 多 了,0
逾期 花呗 就 用 不了 不 吗,花呗 逾期 能 补救 吗,0
提示 可 申请 借呗 为什么 什么 又 开通 不成 成功,为什么 什么 现在 借呗 要 申请,0
如果 开通 花呗 以后 可以 关闭 吗,没 就 想 问问 我 花呗 关了 那么 久 了 还 能开 开通 吗,0
退回 花呗 的 钱 和 实际 金额 不符,为什么 什么 花呗 用 的 金额 和 实际 金额 不符,0
